,Tweets,Tweets_duygu
3597,ingiliz turistler antalya da turizm geldiler;,negatif
3598,ingiliz turistler soluğu antalya da aldı ;,negatif
3599, iago negueruela balear adaları nın pandemi ile mücadele konusundaki önemli çabalarını tehlikeye atmamalı  ;,negatif
3600,köyceğiz yuvarlakçay serin vadi restoran burayı görmezseniz yazık olur;,pozitif
3601,turizmde birçok işletme için iflas riski kapıda;,negatif
3602,turizm mayıs ta istanbul a gelen turist sayısı yüzde azaldı koronavirüs nedeniyle sınırların yurt dışı seyahatlere kapatılması hem istanbul un hem de türk turizmini etkiledi salgın nedeniyle istanbul a gelen turist sayısı bir önceki yıla göre yüzde azaldı ;,negatif
3603,rusya ile uçuşlar bugün başlıyorulaştırma ve altyapı bakanlığı rusya ile uçuşların bugün itibarıyla başlatılması konusunda iki ülkenin mutabık kaldığını söyledi;,pozitif
3604,avrupalı türkler bu yıl türk turizmini kurtarabilecek mi prof dr faruk şen in fttürkiye için kaleme almış olduğu makalesine aşağıdaki linkten ulaşabilirsiniz  ;,negatif
3605,alman turizmciler ege de buluşuyor  ;,pozitif
3606, ibb pandemi sürecininin istanbul turizm istatistiklerine yansımalarını açıkladı;,negatif
3607,almanya nın önde gelen turizm acenteleri temmuz da türkiye de   ;,pozitif
3608, ab nin güncellenecek listesinde de türkiye yer almazsa rusya nın kriterleri daha katı olduğu için turizmde umutlar sonbahara kalmış olabilir;,negatif
3609,turizmde batık krediler yüzde artarak milyar liraya yükseldi  ;,negatif
3610,mini istihdam paketiyle kısa çalışmadan normale dönen işverenlere prim desteği geliyor ;,pozitif
3611,covid sonrası normalleşme için yoğun tedbirler alan turizm kenti antalya ya temmuz da ukrayna isviçre kazakistan sırbistan norveç gibi ülkelerden yabancı havayolu şirketlerine ait uçuşlar başladı ;,pozitif
3612,turizmci ertuna nin ölüm nedeni belirlendi ;,negatif
3613,çevre ve şehircilik bakanlığınca bu yıl marmara karadeniz ve iç anadolu bölgelerinde yer alan mağaranın yapısı sahip olduğu jeolojik ve ekolojik doğal değerlerinin durumu araştırılacak ;,negatif
3614,antik kentleri eşsiz koyları yeşil ve mavinin en güzel tonlarını barındıran mersin turizm sezonunda yerli ve yabancı turistlere birçok seçenek sunuyor   ;,pozitif
3615,opr dr bayram yılmazkaya turizm canlansın diye önlemlerden vazgeçildi;,negatif
3616,kanalistanbul un çevresindeki imar planları onaylandı katar emiri nin annesi moza nın aldığı arsa turizm ticaret alanı oldu ;,negatif
3617,türkiye turist rehberleri birliği tureb avrupa turist rehberliği dernekleri federasyonu feg na katıldı     ;,pozitif
3618,koronavirüs ün otellerin doluluk oranına etkisi maalesef olumsuz oldu ;,negatif
3619,alaçatı ya en fazla talep almanya ve ingiltere den geliyor ;,pozitif
3620,corendon airlines kış turizminden umutlu ;,negatif
3621,türk turizmi rusların gelişine hazır    ;,pozitif
3622,turizm denildiğinde aklınıza ilk gelen şey döviz geliri vs vs vs o sektörde karın tokluğuna asgari ücretle çalışanlar değil işte bu bizim turizm anlayışımız ;,pozitif
3623,katid başkanı oteller virüsün merkezi gibi gösteriliyor  ;,negatif
3624,corendon kış aylarında da köprü olmaya devam edecek   ;,pozitif
3625, ukraynalı turist türkiye tatili için referans olacak;,pozitif
3626,kentin ilk yerleşim yerlerinden yıldırım da doğanın yanında tarihi bölgeler de gezilebilecek yerler arasında bulunuyor  ;,pozitif
3627,yıllardır yatan turizm hisselerine demekki boş odalar yarıyormuş ;,negatif
3628,kapadokya alan planları yönetmeliği nin maddesi tartışma yarattı     ;,negatif
3629,sosyal mesafe önemli neden bulaş riski var turizm otobüsleri dolmak zorunda neden risk var uçaklarda dip dibe oturuluyor neden bulaş riski yokmu maliyet yükseliyor paradoks uçakla dip dibe gelen yolcu otobüsde bir boş oturuyor sonuçta oda maliyet  ;,negatif
3630, haziran ayında turizm firmasına vergi ve harç istisnası getirildi işte o firmalar  ;,pozitif
3631,corona değilde işsizlik bizi öldürecek  ;,negatif
3632,kavakpınarı köyü güzelliği ile hayran bırakıyor    ;,pozitif
3633,turizmde her üç çalışandan biri kayıtdışı ;,negatif
3634,holywood yıldızı coronayı atlattı ege ye tatile geldi  ;,negatif
3635,testinin içinde ne varsa dışına o akar bıktık   ;,negatif
3636, turizm sektörü için kısa çalışma ödeneği prim gün şartı ortadan kaldırılarak en az ay daha uzatılmalı ;,negatif
3637,rusya nın hava trafiğini açacağı ülkeler listesinde türkiye yok  ;,negatif
3638,şehit temel şimşir gemisi ordu turizmine kazandırıldı ;,negatif
3639,sular akmıyor diye muski yi kötülemeyin akıyor işte gördüğünüz gibi  ;,pozitif
3640,geçen yıl hem yerli hem yabancı turist sayısı bakımında rekorlar kıran sektörü bu yıl pandemi nedeniyle zor bir dönemden geçiyor ;,negatif
3641,ferit şahenk turgutreis didim ve göcek marinalarını  ;,negatif
3642,muhasebe şefine bak çalıştığı oteli milyon tl dolandırdı  ;,negatif
3643,bodrum a turist geldi ama yetmedi ;,negatif
3644,otelin güneş enerjisi tankı patladı iki kişi yaralandı  ;,negatif
3645,giresun kalesi turizme hazır hale getiriliyor   ;,negatif
3646,chp li alban eğlence sektörü krizini tbmm ye taşıdı ;,negatif
3647,casa dell arte otel in iskeleyi kapattığı levha kaldırıldı ;,negatif
3648,muğla da eğlence mekanları acil açılmalı çağrısı yapıldı  ;,negatif
3649,almanya dan acenteler için destek proğramı tam milyar euro hibe;,pozitif
3650,cok degerli velika turizm ailesine tursab belgesi hayirli olsun allah bol kazanclar guzel tur organizasyonlari nasip etsin  ;,pozitif
3651,umutla en kısa sürede çalışarak bugünleri sağlıkla aşmak dileği ile ;,pozitif
3652,turizm alanlarının güvenliği ülkemizin de itibarını ilgilendiren çok ciddi bir sorumluluk biz bu sorumluluğu ülkemizin pek çok tarihi değerinde uzun yıllardır eksiksiz bir şekilde yerine getiriyoruz;,pozitif
3653,turizm sektörü nefes aldı     ;,negatif
3654, milyonlarca yabancı antalya ya korona taşıdı   ;,pozitif
3655, van iran sınır kapısı turizme açılmadı  ;,negatif
3656,iğdır da doğa harikası üçkaya gölü her mevsim ayrı güzel iğdır da bulunan doğa harikası üçkaya gölü her mevsim sunduğu güzellikleriyle ziyaretçilerini büyülüyor  ;,pozitif
3657,pandemi döneminde enfazla etkilenen sektör olan turizm sektörünün temsilcileri olarak şehrimize değer katan turizm eserlerimizi ve değerlerini tüm dünyaya ve ülkemize tanıtmak amaçlı turizm il müdürlüğümüz kaytid ve byk organizasyon ile gevhernesibe müzemizdeyiz ;,negatif
3658,türkiye seyahat acentaları birliği türsab başkanı sn firuz bağlıkaya ve yönetim kurulu odamızı ziyaret etti pandemi sürecinde turizm sektörüne yönelik çalışmaları yaşanan son gelişmeleri ve bu yöndeki beklentileri görüştük ;,negatif
3659,fransa turizm geliri nin ilk yarısında milyar milyon azalmış covid nedeniyle yabancı turist gelmediği için zarardalar;,negatif
3660,uluslararası turizm filmleri festivali kapadokya da başladı ;,pozitif
3661,niçin kolombiya ya gitmeliyiz kolombiyalılar anlatıyor;,negatif
3662, menderes imizi türkiye nin gözde turizm merkezlerinden biri yapmak için çalışmalarımıza devam edeceğiz ;,pozitif
3663,turist sayısı milyonu aştı yaz sezonu kasım ve aralık aylarına sarkabilir ;,negatif
3664,turizm in başkent i antalya yadır bodrum değil devir teslim töreni ne zaman oldu acaba ;,pozitif
3665,sağlık bakanlığı sağlık turizmi için ile özel projeler üretecek  ;,pozitif
3666,pandemi sonrası uyanış antalya ya rus akını   ;,negatif
3667,küresel turizme corona virüs darbesi   ;,negatif
3668,müsiad turizmi canlandıracak projeyi hayata geçiriyor  ;,pozitif
3669,turizm havacılıkrusya ingiltere almanya dan uçak seferlerinin başlamasıyla antalya da turizm hareketleniyor hazirandaki yıllık lik daralmadan sonra ağust eylül dönemindeki turizm gelirimizin seviyesinin u civarına gelmesini bekliyoruz ;,negatif
3670,italya ve ispanya da gece kulüpleri kapandı  ;,pozitif
3671,turizm eğelence tatil diyoruz resmen kendi ayağımıza sıkıyoruz artık yeter kovid tedbirleri insanlar ölüyor acısını çok çekeceğiz  ;,negatif
3672, rize nin dünyaca ünlü turizm merkezi ayder de incelemelerde bulundu ;,pozitif
3673,antalya nın baş protokolünde belediyebaşkanı nında kovid çıkıyor ve siz hala antalya güvenilir il mi diyorsunuz büyük çelişki cumhurbaşkanımız rte uyarıyor bakanlar uyarıyor ama biz hala tatil diyor turizm diyoruz artık yeter adam gibi denetim ;,negatif
3674, ne antalya ne de bodrum felan hiç bir yer güvenli değil bırakın artık i insanlar ölüyor yeter artık üst üste insanlar her ilde yolculuk yapıyor ve resmen bu olaya göz yumuluyor tekne partileri beach parklar yine sahil işgalinde eğelence insanlar ölüyor ;,negatif
3675,alanya da sağlık turizminin geliştirilmesi ve beraberinde kış turizmine de katkı çalışmaları çerçevesinde alanya turistik işletmeciler derneğ  işbirliğinde toplantı düzenlendi   ;,negatif
3676, ekim tarihleri arasında yapılması planlanan istanbul airshow fuarı covid salgını ile ilgili yaşanan belirsizlik nedeniyle yılına ertelendi  ;,negatif
3677,italya da tatilde yakalanınca istifa etmek zorunda kaldı;,negatif
3678,ingiliz turistlerin sayısı arttı ;,negatif
3679, unutmadik depremde hayatını kaybeden vatandaşlarımızı rahmetle anıyoruz ;,pozitif
3680,ve dahası da var ama maalesef bizlerden saklanıyor sayın bakanım turistlere çözüm bulmadığınız sürece olan yine bizlere olacak turizm sezonu bittikten sonra iş yerlerini kapatarak çözüm bulacaksanız vay halimize vay   ;,negatif
3681,antalya da beach park partileri olduğu sürece otobüsler tıklım tıklım olduğu sürece ve ah o tekne partileri antalya nın başkan ı kovid oldu siz hala niyetli misiniz turizm ve tatil e vatansaş tedbir istiyor haklı korkuyor ;,negatif
3682,türob ulaştırma ve altyapı bakanlığından ukraynalı turist gruplarına ağustos tarihler için şartlı balon izni aldı  ;,pozitif
3683, antalya ya gelecek turistin yüzde i kemer i tercih edecek ;,negatif
3684,turistin yüzde i burayı tercih edecek  ;,negatif
3685,turizm sektörünü bir ölçüde canlandırmak için bakanlığı tarafından sağlikli turizm sertifikasyon programi başlattı öğreniyoruz ki turizm başkenti antalya da büyük şehir belediye başkanı sayın coronavirus testi pozitif varın siz düşünün gerisini ;,negatif
3686,günde bin turist ağırladı turizmin başkenti antalya ;,pozitif
3687,antalya da turizm canlanıyor   ;,pozitif
3688,turizmin başkenti antalya günde bini rus toplam bin turist ağırladı ;,pozitif
3689,yeni tip koronavirüs kovid tedbirleri kapsamında normalleşme adımlarının atılmasıyla antalya da turizm hareketlenmeye başladı önce iç pazarın açılması ardından da uçak seferlerinin başlamasıyla dış pazarda da canlılık yaşanıyor ;,pozitif
3690,japonya türkiye deki turizm temsilcisi olarak aviareps i seçti ;,pozitif
3691,california da turizmi canladıran hamle pandemi süreci turizm sektörüne de ağır darbe vurdu ancak tatile gitmeyi bu yıl rafa kaldıran californialılar ın tekne ve özel havuz kiralamaya ağırlık vermesi yeni bir sektörün canlanmasına sebep oldu     ;,negatif
3692,tui ve der touristik ispanya programlarını iptal etti  ;,negatif
3693,iran da küçük oteller için kdv muafiyeti geldi ;,pozitif
3694,muğla nın turizm cenneti ilçesi bodrum un içme suyu ihtiyacını karşılayan ana isale hattında patlama meydana geldi ilçede patlama nedeniyle saat boyunca su kesintisinin yaşanacağı öğrenildi ;,negatif
3695,para değil mi ekonomi ucuyor diyenler hani nerdesiniz;,negatif
3696,türkiye nin turizm merkezi antalya da koronavirüs tedbirleri kapsamında mart ayında sonlandırılan uçak seferlerinin yeniden başlamasıyla iç ve dış hatlarda yoğunluk yaşanıyor antalya havalimanı na saatte tam uçak iniş ve kalkış gerçekleştirdi ;,negatif
3697, ispanya da kitlesel turizmdeniz sicakligina bagli yapilmiyor ayrica kulturel faaliyetler uluslararasi festivaller de cabasi ozetle turizm yasam tarzi ;,negatif
3698,asıl konumuza gelirsek rusların bu çok geç kalmış ziyaretlerini mercek altına almalıyız çünkü onlara ihtiyacımız var;,negatif
3699,pandemi süreci devam ederken kapalı alanlar turizm hijyen sağlık ve tedbirler üzerine konuştuk   ;,negatif
3700,turizmin başkentinde koronavirüse geçit yok;,pozitif
3701,her yıl binlerce katılımcıyı ağırlayan uzakrota travel summit bu sene covid nedeniyle online olarak gerçekleşecek   ;,pozitif
3702,universite bilimkurulu tekrar tavsi yapacak eski onlemler alinsin diye birkac yuzbin turist icin bunca serbestlik olmaz basibos canlilari sahillere barlara eglence yerlerine otellere salmak pes walla sonrada okullari kapatin;,negatif
3703,bulgaristan da havaalanı için toplamda milyon avro luk mali destek onaylandı  ;,negatif
3704,turistlerin gözü tatilde turizmcilerin gözü aşıda   ;,negatif
3705,geçtiğimiz günlerde açıklanan israil ve birleşik arap emirlikleri arasındaki anlaşmanın ardından gözler iki ülke arasındaki başlaması olası uçuşlara ve turizm ilişkisine çevrildi ;,pozitif
3706,rus basını türkiye de çok hasta var turistleri korkutmamak için gizleniyor rusya daki gazeteler türkiye deki koronavirüs salgını vakalarının açıklanandan çok olduğunu turistleri korkutmamak için ;,negatif
3707,ülkemiz her geçen yıl turizm alanında kendini geliştirmekte ve yenilemekte olup doğa deniz tarih yerli ve yabancı misafirlerini karşılamaktadır ülkemizin cennet köşelerinden birkaç kare ;,pozitif
3708,tatil demek dinlenmek demek yeşile kendini bırakmak ve sevdiklerinle doyasıya eğlenmek demek beklentinizi karşılayacak tatil konforumuzla sizi bekliyoruz  ;,pozitif
3709,avrupa ülkelerinin seyahat kısıtlamalarını yeniden uygulamaya almaları ile beraber ultra zenginler her zaman gittikleri dinlenme bölgelerini değiştirdiler türkiye ve hırvatistan uluslararası süper yatların yeni destinasyonu oldu ;,pozitif
3710,çeşme de işletme daha mühürlendi  ;,negatif
3711,sümela manastırı na giriş ücreti liradan liraya çıkarıldı  ;,negatif
3712,gaziantep büyükşehir belediye başkanımız sayın in ev sahipliğini yaptığı gaziantep turizm çalıştayı na katıldık turizm değerlerimizin şehrimizin markalaşmasında ki önemi her geçen gün daha da artıyor çalıştay a başarılar dilerim ;,pozitif
3713,iran turizm bakanı ali asghar mounesan iran da seyahat sektörünün koronavirüs salgını nedeniyle trilyon rial yaklaşık milyar dolar kayıp yaşadığını söyledi   ;,negatif
3714,tatil merkezlerindeki işletmeler bir bir kapatılıyor ;,negatif
3715,saygıdeğer ehl i turizm derin derin nefes alın batiyoruz  ;,pozitif
3716, turist sayısında artış yaşanıyor ;,negatif
3717, ingilizlerin türkiye tercihi devam ediyor  ;,negatif
3718,bir memlekette turizm benim bildiğim önce görsel güzellikten geçer gerçi şehir içindeki tabelalarımız böyleyse çayeli ne giriş tabelamız bile yok demek de benim ayıbım olur değil mi  ;,negatif
3719,tepelerin arkasındaki dağları da severiz denizi de en çok bizi deniz çeker kendine  ;,pozitif
3720,merhaba arkadaşlar ben bir ıspartalı olarak gölümüzün kurumaması ve yetkililerin gölü koruması için böyle bir hanstag açıyorum ;,negatif
3721,ülkemizde turizm işletmelerine uygun bir finans kitabı bulunmamaktadır ancak turizm işletmelerinde başarılı bir yönetici ve girişimci olmak için gerekli olan finansal yönetim kavram ve araçları anlaşılmalıdır  ;,pozitif
3722,qatar airways covid iptalleri nedeniyle mart ayından bu yana yaklaşık yolcuya milyar abd dolarının üzerinde para iadesi yaptığını açıkladı  ;,negatif
3723,turizm cenneti adalarda kovid sessizliği;,negatif
3724,turizm değil durizm ciğerim bir durun yahu  ;,negatif
3725,ruslar akın akın türkiye ye geliyor sayıları bini geçti  ;,negatif
3726, dünya savaşı sonrasında yerle bir olan almanya derki üniversitelerimiz hala ayakta covid sonrasında tüm ülkeler turizm sanayi tarim hizmet saglik eglence sektörleri açılsın egitim sektörü kapatılsın diyor bu kadar saçma meb;,negatif
3727,dünya üzerinde etkili olan covid salgın nedeniyle tüm turizm faaliyetleri ve festival etkinlik organizasyonları iptal edildi bir tur ve etkinlik firması olarak faaliyet gösteren şirketimiz de yara aldı  ;,negatif
3728,kuzuyla beraber derede yüzemedikten sonra ne anladık o dereden hayatında hiç derede yüzmemiş olanlarınız varsa seyahat planlarına pilarget i de dahil etmeliler kuzunun katılımı adına söz veremiyoruz ;,pozitif
3729,seyahat acentaları yaşasınki tüm sektör yaşasın yaşamak için seyahat acentaları olarak cansu yu desteğinizi istiyoruz  ;,pozitif
3730,istanbul nereye gidersen git geri döneceğin özleyeceğin yer burası ;,pozitif
3731,turizm bölgelerindeki vakalarda artış var mı bakan koca dan o soruya yanıt  ;,pozitif
3732, turizm sektörü sezon dışı talep için hesap yapıyor  ;,negatif
3733, izmir in turizminde bir yıldız daha kaybedildi  ;,negatif
3734, turizm emekçileri kaderine terkedildi  ;,negatif
3735,cahil diye yaftalayıp aşağıladığınız halktan kendi tedbirlerini almalarını beklemek daha büyük bir cahillik değil miydi  ;,negatif
3736,kimse kusura bakmasin da yuh yani artik yasasin turizm diyemiyoruz tabi bu durumda ;,negatif
3737,boztaş özel turizm destek paketi açıklanmalı;,negatif
3738,turizm sezonu bitti ve yasaklar geliyormuş eee deniz soğudu artık ;,negatif
3739,korona ya verilen turizm arası sona erdi şimdi yasaklarla yaşamaya devam edecez esnafı yine zor günler bekliyor ;,negatif
3740,pandemi nedeniyle darbe alan turizm sektöründe yaz sonuna doğru hareketin artması sezonu uzattı ;,negatif
3741, dostlar çok sevdiğim abim bir gezi videosu oluşturmuş prag ı bir de kendisinden dinleyin derim  ;,pozitif
3742,burdan hepimiz cok ciddi yorumlar çıkartabiliriz benim fikrim zaman herşeyin ilacı önemli olan ayakta kalabilmemiz bizler alıştırıldıklarımızdan vazgeçemiyoruz ;,pozitif
3743,gürcistan sivil havacılık ajansı uluslararası tarifeli uçuşlarla ilgili kısıtlamaların ekim e ladar uzatıldığını açıkladı ;,negatif
3744,avrupa da turizm örgütü yayınladıkları açık mektupla komisyon başkanı v der leyen e karantinanın yerine test uygulamasına geçerek milyon dan fazla sektör çalışanına yardımcı olması konusunda çağrıda bulundular    ;,negatif
3745, antalyada korona vakaları turistin rahatı için konya ya götürülüyor;,negatif
3746, türk cruise tatili sektörü için tarihi hamle  ;,pozitif
3747,japonya başbakanı abe nin mirası olan turizm stratejisi birçok ülkeye ders niteliğinde japon mucizesi ;,pozitif
3748,tui nin ingiltere kolu tuiuk covid nedeniyle iptal edilen tatillerin iadelerini eylül sonuna kadar tamamlamayı taahhüt etti ;,pozitif
3749, yılından bu yana faaliyet gösteren ve izmir in ikinci beş yıldızlı oteli olan hilton izmir kapanıyor izmir hilton;,negatif
3750, yıllık thomas cook markası çinli sahipleri tarafından bir online seyahat acentası olarak ingiltere de tekrar faaliyete geçirildi  ;,pozitif
3751,türkiye nin vilnius büyükelçiliği tarafından yapılan duyuruya göre türk hava yolları nın vilnius istanbul seferleri ekim itibariyle başlayacak  ;,pozitif
3752, yaşındaki carnival imagination hurdaya çıkmak üzere     ;,negatif
3753,yeni tip koronavirüs covid tedbirleri kapsamında tüm türkiye de olduğu gibi gün kapalı kalan izmir deki müze ve ören yerlerinin ziyaretçi sayısı ayda bin ye ulaştı ;,negatif
3754, unwto haziran ayına ait analizi covid nedeniyle uluslararası turist sayısının geçen yılın aynı ayına göre azaldığını gösteriyor  ;,negatif
3755,suudi arabistan yerel basınında çıkan haberlere göre ülkede umre ziyaretleri yakında sınırlı sayıda yerel ziyaretçi ile başlayacak  ;,negatif
3756,türkiye nin önemli turizm destinasyonlarının bulunduğu ege bölgesi nde turist yoğunluğu sonbaharın ilk ayında da devam ediyor  ;,negatif
3757,ordu büyükşehir belediye başkanımız sn ile ilimizin yatırım projelerini görüştük özellikle bölgede doğal kaynaklarımızın su ulaşım tarım çevre turizm gibi faktörlerle bütünlük içinde değerlendirileceği bolaman havzası entegre projesini inceledik ;,negatif
3758,ve kapılar açılıyor manavgat side de bulunan tesislerimizden vista misafirlerini yenilenmiş haliyle selamlıyor ;,pozitif
3759,yiğit arsu yazıyor turizm de nedir diyenlere ;,negatif
3760,antalya belediye turizm yıllardır antalya yı marka yapacağız diye söyleyenerek ortada dolaşanların hala aynı söylemlerle insancıkların paralarını hortumlamaları ne acı elem verici ve yazık bunlara inanlar da kendilerini akıllı sanan safın önde gidenleri ;,negatif
3761,şanlıurfa için önem arz eden sağlık sorunundan sonra turizm sorunların giderilmesi ve geliştirmesi için önemli bir adım daha atıldı emeği geçen başkanımıza ve ekibine teşekkür ederiz ;,negatif
3762, biz de koca bir iş adamının söz konusu bakanlık olunca nasıl cuvalladigina şahitlik ettik şu ülkeye gerçekten kültür sanat turizm anlamında kattiginiz birşey var mı sayın bakan ;,negatif
3763,turizm yerine geldi mi bari milyonlarca kişinin düzeni bozuldu turizm bakanı mutlu oldu mu artık ;,negatif
3764,turizm sektörü sahipsiz kaldı can çekişen turizm sektörü ilgi bekliyor ;,negatif
3765,bodrum avrupa da en çok merak edilen turizm kenti oldu  ;,pozitif
3766,murat saraçoğlu bursa turizm açısıdan çok güçlü bir kent   ;,pozitif
3767,soçi de sıkılan ruslar ağustos u bekliyor ;,pozitif
3768,ben hayatımda bu kadar patron aşığı bir yönetim sistemi görmedim ne işte çalışabilirsin ne de işten çıkartılabilirsin yallah kenarda benden haber bekle yasası haziran ına kadar uzatıldı teşekkürler türkiye ;,negatif
3769,covid salgını nedeniyle seyahat sektöründe yaşanan krizden sonra dünyanın büyük seyahat firmaları maliyetlerini düşürmek adına finansal getirisi olmayan yan markalarından kurtulmak için adımlar atıyorlar   ;,negatif
3770, günümüzde başarılı turizm destinasyonları turizmle ilgili organizasyon ve yönetim meselelerini çözmüş destinasyonlardır  ;,pozitif
3771,migros toptan dan turizm sektörüne güven desteği  ;,pozitif
3772,antalya valisi ersin yazıcı alanya turistik işletmeciler derneği ni ziyaret etti  ;,negatif
3773,fırat nehrinin bir kolu olan ve selçuklu mirası köprüsüyle muş un önemli bir simgesi olan murat nehrinin turizme kazandırılması için çalışmalar hızla devam ediyor  ;,pozitif
3774,oteller güvenli turizm belgesi almak için hangi şartları yerine getiriyor ;,pozitif
3775, özel sektörün kamp yeri yapma girişimi teşvik kapsamına alınmalı   ;,negatif
3776,turizmcinin gözü kulağı yurt dışı pazarda ;,pozitif
3777,alman turizm profesyonellerine türkiye de güvenli ve sağlıklı tatil çağrısı ;,pozitif
3778,bakan ersoy eğitim ve projelerin gereklerini yerine getirdiğimizde mavi bayrakta dünya birincisi olmamız işten bile değil bunları başardığımız takdirde olan mavi bayrak sayımız e ulaşacaktır   ;,pozitif
3779,huzur dolu bir tatil konfor hissi yüksek bir oda ile başlar yüksek hijyen tedbirleriyle düzenli olarak temizliğini sağladığımız odalarımızda keyifli bir tatil geçireceksiniz ;,pozitif
3780,zeugma mozaik müzesi nde eser kayıp   ;,negatif
3781,tatile çıkanlar otellerden en çok bunları istiyor ;,pozitif
3782,adnan menderes adası gerekli düzenlemeler yapılıp kötü görüntüden uzaklaştırılmalı adana halkının daha işlevli kullanabileceği bir alana dönüştürülmeli  ;,negatif
3783,mehmet işler konaklama sektörü güvenli turizm kriterlerini sağlama konusunda üzerine düşeni yaptığını söyledi;,pozitif
3784,rusya nın aklı başında destek mesajına teşekkürler hem turizm feto ve kısmen pkk konusunda işbirliği yapıyoruz hem de libya da vekalet savaşı yapıyoruz benzeri abd ingiltere arasında bosna da gerçekleşmişti dost ülkelerin sınırlı ortamda savaşması olur ;,negatif
3785,turist antalyada otellerde turistik yerlerde in cinler top oynuyor gelen birkac turistte bizim abazalar gibi cevreyi seyrediyor valla bir turist gorseler bir turiste rastlandi diyecekler neredeyse;,negatif
3786,ankara da turizm potansiyeli artıyor  ;,pozitif
3787,türkiye de milyon insan işsiz arkadaşlar esnaflarımız siftah yapmıyor çiftçimiz bitik turizm desen komple bitik ama ne hikmetse yıllardan beri söylediğimiz gibi karşı olmamıza rağmen iki gün önce ulaştırmabakanı habersiz davetiyeli olarak bir ihale yaptı arkadaşlar ;,negatif
3788,doğa ile iç içe eşsiz bir tatil deneyimi için ihlas kuzuluk termal otel in fırsatlarla dolu tatil dünyasına davetlisiniz ;,pozitif
3789, turizm sektörünü canlandırmak için birçok ülkede turistleri cezbetmeye yönelik teşvik kampanyaları başlatıldı;,negatif
3790, anex tour anketine göre rusların  aşı bulunmadan tatile çıkmayacak katılımcıların yalnızca u sınırlar açılır açılmaz tatile çıkacağını söyledi rusya dan turist gelişinin ağustos başında başlaması öngörülüyor ;,pozitif
3791,ulaştırma ve altyapı bakanı adil karaismailoğlu önceki gün turizm sektörünü heyecanlandıran bir anlaşmayı duyurdu   ;,negatif
3792, nin son beş ayında kaç rus turist gelebilir ;,negatif
3793,american airlines yaklaşık çalışanına gönderdiği mektupta ekim itibariyle işçi çıkarmalarının olacağını duyurdu  ;,negatif
3794,karaismailoğlu rusya ile pandemi nedeniyle ara verilen uçuşları dün itibariyle yeniden başlatmak için mutabakata varıldığını açıkladı    ;,negatif
3795,akp ve rum işbirliği dolu dizgin ;,negatif
3796,mersin plajlarında mavi bayrak dalgalanıyor  ;,pozitif
3797,turizmin sağlık sektörü ile işbirliğinin denetimi ve entegrasyonu fiyat politikasındaki tutarlılığın korunması hasta ve refakatçilerinin organizasyonun istismar edilmemesi devamlılık için önemli  ;,pozitif
3798, rusya da erken uçuş teklifi beklemede ;,negatif
3799, turizm mezunları devlette daha cok yer bulmali;,negatif
3800, bizim mesleği de herkes yapiyor sayin hocam turizm sene okuyunca bölümleri birinciliklerle derecelerle bitirince sadece üniversiteler diploma veriyor mesleği yapmaya uygundur diye ama yapabilir mi onu bir tartisalim örgün eğitim veren üniversiteler ne kadar dolu ;,negatif
3801,avrupa birliği güvenli seyahat listesini güncelledi türkiye yine yok  ;,negatif
3802,istanbul sağlık turizminde coğrafyasında ve avrupa ölçeğinde hem sağlık altyapısı hem de fiyat politikası ile merkez haline gelebilir  ;,pozitif
3803,alanya yi üzen turist ölümü ;,negatif
3804,izlanda alman turistler için kovid testi zorunluluğunu kaldırdı ;,negatif
3805,pkklıyı belediye başkanı seçenin bahçesi talan ormanı duman olur bizim atatürk parkı nı kim söküyorsasizin ormanları o yakıyor nerede rant orada pkk nerede turizm orada pkk bir teneke kürdistanı iştirakidir  ;,negatif
3806,sağlık turizmi istanbul için ülkemiz için kalkınmada bir pay sahibi midir sorusunun cevabının evet e yakın olduğunu söyleyebiliriz  ;,pozitif
3807, hindistan da vaka sayıları artmasına rağmen tacmahal in kapıları ziyaretçilere yeniden açılıyor ;,pozitif
3808,yeni normal de eğitim öğretim yılımız kısıtlı da olsa başlıyor bütün öğrenci veli ve öğretmenlerimize sağlıklı ve başarılı bir yıl diliyoruz  ;,pozitif
3809,avrupa nın en büyük tur operatörü tui group finansal güçlükleri aşabilmek için sermaye artırımına gitmeyi planlıyor ;,negatif
3810,her yıl milyonlarca turiste ev sahipliği yapan antalya ocak eylül döneminde ülkeden milyon bin turisti ağırlarken kente en fazla yabancı turist rusya dan geldi  ;,pozitif
3811,çambaşı doğa tesisleri sezona hazırlanıyor ;,pozitif
3812,otellerde ayrı bir gelir yönetimi uzmanı yada neden dışarıdan destek alınmasını anlattık  ;,negatif
3813,yeni birlik üyemiz kış ligi turizm e hayırlı olsun  ;,negatif
3814,ab ülkelerinin turizm gelirini ve turist sayısını artıracak anlaşma sağlandı ;,negatif
3815,pandemi nedeniyle olumsuz bir yıl geçirdiklerini belirten turizmciler için planlamanın şimdiden yapılması gerektiğini söylediler  ;,negatif
3816,antalya kaş belediye turizm vatandaşlara erişim engeli uygulayan malum belediyenin twitter hesabı askıya alınmış başkanın halkla ilişkiler ve tanıtımla alakası yok medya yönetimi sıfır zannediyorlar ki kıyıda köşede otururken ilçe kendi kendine gelişecek ilerleyecek ;,negatif
3817,bazen sizin de aklınızın almadığı durumlar oluyordur di mi   ;,pozitif
